,id,premise,hypothesis,lang_abv,language,label
9522,7c89de8134,"Ramzi Yousef und Khalid Sheikh Mohammed leiteten 1995 den Manila Airplane Plot, und KSM half bei der Finanzierung von Yousefs Versuch, 1993 das World Trade Center in die Luft zu sprengen.","1993 wurde versucht, das World Trade Center in die Luft zu sprengen.",de,German,0
4048,40c96e6b17,老太太以前常说她姐姐和姐丈是如何决定要搬到奥古斯塔城里去，并且被当做白人看待。,奶奶的妹妹是白人，搬到了德克萨斯州。,zh,Chinese,2
9194,9ee6fd68d8,I want you to mark it.,It needs to be released without marks on it.,en,English,2
5316,33aef66aa2,"In other cases, we must rely on survey methods to estimate WTP, usually through a variant of the contingent valuation method, which generally involves asking respondents directly for their WTP in hypothetical market situations.",Hypothetical market conditions are the same across respondents.,en,English,2
10642,c60996a086,San'doro's blood ran over Stark's blade into Stark's other palm.,Stark's hand filled with San'doro's blood.,en,English,0
8923,3629b3e164,"While claims data provide the most accurate information on health care use, it is important to ensure adequate follow-up to obtain information from patient self-reports, as many people do not report alcohol-related events to insurance companies.",Insurance companies may want to reduce medical payments to ensure that the patient was sober at the time of the incident and may deny claims on reimbursement for drug addiction medical expenses.,en,English,1
25,f5f4dc48c1,Savonarola burned in Florence,Florence became Savonarola's new home.,en,English,2
6076,26ed260def,"you know it took up a lot of time, we went out to the places you normally take the kids and had a lot of fun, but time seems to have gone by so fast that","Time flew by unnoticed, and the children and I went to play golf.",en,English,1
9875,f152469bb0,Delicious Sabbath Meal,Hearty meals are offered on the Sabbath.,en,English,0
11744,8324d44540,"Ili kuweka bei ya chini, tunahitaji usaidizi wako kama mshirika mdogo wa usaidizi ili kufikia lengo letu.",Mchango wako hutusaidia kuweka bei za chini.,sw,Swahili,0
9722,1851422583,"Upriver, east of Blois, in a huge densely wooded park surrounded by 31 km (20 miles) of high walls, the brilliant white Ceteau de Cham?­?­bord is the most extravagant of all the royal residences in the Loire Valley.",Ceteau de Chambord is an ugly and plain cottage in an open field.,en,English,2
12037,67c577ecea,ใช่ ประสบการณ์ขั้นกลางในแคมเปญนี้คือเรา เอ่อ สามีของฉันแข่งขันกัน,ฉันไม่มีสิ่งใดที่เกี่ยวข้องกับการแคมปิ้ง,th,Thai,2
7152,690a3cc420,Offrir un environnement professionnel à de nombreux joueurs talentueux de la communauté pour perfectionner et améliorer leurs compétences.,De nombreux acteurs professionnels ont fait leurs débuts dans les salles communautaires.,fr,French,1
4558,5063c3b9b2,"Tài sản tích lũy có thể tạo ra thu nhập dưới dạng tiền lãi và cổ tức, và những tài sản này có thể được tiết kiệm.",Bạn có thể tạo thu nhập với tài sản.,vi,Vietnamese,0
11985,8b6030f5c4,There are certain categories of control activities that are common to all agencies.,"In some respects, all institutions have something in common.",en,English,0
11786,b979924ebb,and I'm going there because you know we're not going anywhere else for two months,I will never go back there again.,en,English,2
3453,78ddd9ffb2,لكن لا ، نحن عادة ، كما تعلمون ، إنها تنورة وتنورة وبلوزة أو بدلة أو فستان ، هذا ما ترونه هنا ، لذا فإن العمل من المنزل يناسبني لأنني أستطيع ارتداء السراويل,ما زلت أرتدي فستانًا عندما أعمل في المنزل لأنني أشعر بالخيال.,ar,Arabic,2
7426,988c5f0420,"Despite their 17th-century origins, these gardens eschew the rigid geometry of the Tuileries and Versailles.",These gardens were around well before the 17th-century.,en,English,2
5050,fc40293c3e,yes everybody in the country is preapproved i think,No one in this country will be approved,en,English,2
1928,05a5e1ccda,फिर ऐसे होने लगा की हफ्ते में दो से तीन हवाईजहाज आने लगी और कहा जा रही है इसका पता ही नहीं था मुझे |,यह एक हवाई यातायात समस्या से अधिक है।,hi,Hindi,1
8241,acb4d9d442,"1 Now that each unit is fully staffed, the LSC Program Performance Office and its state planning team have over 260 years of experience in LSC-sponsored programs.",LSC has over 1260 years of experience with their staff.,en,English,2
10118,7084a8731d,Annette told me how you escaped.,Annette told me you escaped through the window.,en,English,1
4645,5cd036de60,"Incluso si la ingeniería preliminar y las negociaciones del contrato tomarán de 6 a 8 meses, el tiempo total para completar las dos unidades de 900 MWe será de 17 a 19 meses.",Las negociaciones de ingeniería y los contratos iniciales pueden demorar entre seis y ocho meses.,es,Spanish,0
3427,00b23f5bb3,"это также заставит людей плотнее складывать мусор. Ограничение объема кажется более насущной проблемой, чем ограничение веса.","Люди, ограничивающие количество отходов, представляют большую проблему, чем вес фактических отходов.",ru,Russian,0
5898,cb65b07dd8,ในระบบเศรษฐกิจ การลงทุนซ้ำ จะเกิดอะไรขึ้นหากเราสามารถสร้างข้อได้เปรียบด้านผลิตภัณฑ์และจ้างแรงงานที่ถูกเลิกจ้างได้ เมื่อสิ่งนี้เกิดขึ้น ก็เหมือนกับว่าเราเก็บแอปเปิ้ลและลูกแพร์ได้มากกว่าที่ปลูกไว้ในตอนแรก,เราสามารถซื้อขายได้กับทุกคน,th,Thai,1
935,0ce76e0496,This was the saturation and 125-piece walk sequence Enhanced Carrier Route mail volume in 1996.,The enhanced carrier route was introduced before 1997.,en,English,0
11212,c685a31680,"ยูซุฟหนีไปปากีสถาน แต่ Murad ผู้สมรู้ร่วมคิดของเขา ซึ่ง KSM อ้างว่าได้ส่งเงิน 3,000 ดอลลาร์ให้กับ Yousef เพื่อช่วยเหลือในการดำเนินการ ถูกจับและเปิดเผยรายละเอียดของแผนการในระหว่างการสอบปากคำ",มูราดบอกกับผู้สืบสวนว่าจะพบยูซุฟได้ที่ไหนในปากีสถาน,th,Thai,1
2746,5ad6890909,ان لوگوں پر خرچ کریں جنہیں موقع ملتا ہے۔,تعلیمی فنڈز ان بچوں پر خرچ کریں جو کالج کے اخراجات برداشت کر سکتے ہیں۔,ur,Urdu,1
6065,1bb22edb0b,"All-inclusive packages and large resort hotels offer restaurants, sports, entertainment, widescreen sports channels in bars, shopping, and guaranteed tan.",The large resort hotel restaurants are the best you can find.,en,English,1
3063,e6fcce01ef,"Through the opt-out approach, Texas attorneys contributed $1 million this year, doubling the contributions from 2001.",The opt-out approach has never increased in terms of how much Texas attorneys can contribute over the past twenty years.,en,English,2
630,97d264f388,you are a desert ghost,You are the desert ghost of the dunes.,en,English,1
4373,8335a6d6c3,"Suchen Sie nach Herablassung, Sentimentalität, Ironie (mit getrennten Optionen für beabsichtigt und unbeabsichtigt), Ermächtigung, Dunkelheit und Wortspiel;",Es gibt nur eine Art von Ironie.,de,German,2
7772,040ad2316a,"Mtu huyu alizaliwa Ujerumani, ni tajiri, msomi, ametembelea sehemu nyingi...","Mtu huyu alizaliwa huko Arkansas, maskini, asiye na elimu na hakuwahi kusafiri.",sw,Swahili,2
11767,347f508395,مثال آخر هو هرمون متعدد الببتيد فعال في الأوعية,يمكن الحصول على مثال من VIP.,ar,Arabic,0
4580,69230b879a,How effectively the Department of Defense manages these funds will determine whether it gets a good return on its investment.,The Department of Defense certainly has a bad return on that money.,en,English,2
7340,636191b646,61--وفاقی ملازمین بھی انہی شرائط و ضوابط کے تحت سوشل انشورنس پروگرام جیسے سوشل سروسز 62 اور میڈیکیئر کے اہل ہیں جو دوسری آبادیوں پر لاگو ہوتے ہیں۔,وفاقی ملازمین انہی شرائط و ضوابط سے اتفاق کرتے ہیں جو باقی احاطہ شدہ آبادی کے لیے ہیں۔,ur,Urdu,0
